id,zip_code,pref_kana,city_kana,section_kana,pref,city,section
1,0600000,ホッカイドウ,サッポロシチュウオウク,イカニケイサイガナイバアイ,北海道,札幌市中央区,以下に掲載がない場合
2,0640941,ホッカイドウ,サッポロシチュウオウク,アサヒガオカ,北海道,札幌市中央区,旭ケ丘
3,0600041,ホッカイドウ,サッポロシチュウオウク,オオドオリヒガシ,北海道,札幌市中央区,大通東
4,0600042,ホッカイドウ,サッポロシチュウオウク,オオドオリニシ（１−１９チョウメ）,北海道,札幌市中央区,大通西（１〜１９丁目）
5,0640820,ホッカイドウ,サッポロシチュウオウク,オオドオリニシ（２０−２８チョウメ）,北海道,札幌市中央区,大通西（２０〜２８丁目）
6,0600031,ホッカイドウ,サッポロシチュウオウク,キタ１ジョウヒガシ,北海道,札幌市中央区,北一条東
7,0600001,ホッカイドウ,サッポロシチュウオウク,キタ１ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,北一条西（１〜１９丁目）
8,0640821,ホッカイドウ,サッポロシチュウオウク,キタ１ジョウニシ（２０−２８チョウメ）,北海道,札幌市中央区,北一条西（２０〜２８丁目）
9,0600032,ホッカイドウ,サッポロシチュウオウク,キタ２ジョウヒガシ,北海道,札幌市中央区,北二条東
10,0600002,ホッカイドウ,サッポロシチュウオウク,キタ２ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,北二条西（１〜１９丁目）
11,0640822,ホッカイドウ,サッポロシチュウオウク,キタ２ジョウニシ（２０−２８チョウメ）,北海道,札幌市中央区,北二条西（２０〜２８丁目）
12,0600033,ホッカイドウ,サッポロシチュウオウク,キタ３ジョウヒガシ,北海道,札幌市中央区,北三条東
13,0600003,ホッカイドウ,サッポロシチュウオウク,キタ３ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,北三条西（１〜１９丁目）
14,0640823,ホッカイドウ,サッポロシチュウオウク,キタ３ジョウニシ（２０−３０チョウメ）,北海道,札幌市中央区,北三条西（２０〜３０丁目）
15,0600034,ホッカイドウ,サッポロシチュウオウク,キタ４ジョウヒガシ（１−８チョウメ）,北海道,札幌市中央区,北四条東（１〜８丁目）
16,0600004,ホッカイドウ,サッポロシチュウオウク,キタ４ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,北四条西（１〜１９丁目）
17,0640824,ホッカイドウ,サッポロシチュウオウク,キタ４ジョウニシ（２０−３０チョウメ）,北海道,札幌市中央区,北四条西（２０〜３０丁目）
18,0600035,ホッカイドウ,サッポロシチュウオウク,キタ５ジョウヒガシ,北海道,札幌市中央区,北五条東
19,0600005,ホッカイドウ,サッポロシチュウオウク,キタ５ジョウニシ（１−２４チョウメ）,北海道,札幌市中央区,北五条西（１〜２４丁目）
20,0640825,ホッカイドウ,サッポロシチュウオウク,キタ５ジョウニシ（２５−２９チョウメ）,北海道,札幌市中央区,北五条西（２５〜２９丁目）
21,0600006,ホッカイドウ,サッポロシチュウオウク,キタ６ジョウニシ（１０−２５チョウメ）,北海道,札幌市中央区,北六条西（１０〜２５丁目）
22,0640826,ホッカイドウ,サッポロシチュウオウク,キタ６ジョウニシ（２６−２８チョウメ）,北海道,札幌市中央区,北六条西（２６〜２８丁目）
23,0600007,ホッカイドウ,サッポロシチュウオウク,キタ７ジョウニシ,北海道,札幌市中央区,北七条西
24,0600008,ホッカイドウ,サッポロシチュウオウク,キタ８ジョウニシ,北海道,札幌市中央区,北八条西
25,0600009,ホッカイドウ,サッポロシチュウオウク,キタ９ジョウニシ,北海道,札幌市中央区,北九条西
26,0600010,ホッカイドウ,サッポロシチュウオウク,キタ１０ジョウニシ,北海道,札幌市中央区,北十条西
27,0600011,ホッカイドウ,サッポロシチュウオウク,キタ１１ジョウニシ,北海道,札幌市中央区,北十一条西
28,0600012,ホッカイドウ,サッポロシチュウオウク,キタ１２ジョウニシ,北海道,札幌市中央区,北十二条西
29,0600013,ホッカイドウ,サッポロシチュウオウク,キタ１３ジョウニシ,北海道,札幌市中央区,北十三条西
30,0600014,ホッカイドウ,サッポロシチュウオウク,キタ１４ジョウニシ,北海道,札幌市中央区,北十四条西
31,0600015,ホッカイドウ,サッポロシチュウオウク,キタ１５ジョウニシ,北海道,札幌市中央区,北十五条西
32,0600016,ホッカイドウ,サッポロシチュウオウク,キタ１６ジョウニシ,北海道,札幌市中央区,北十六条西
33,0600017,ホッカイドウ,サッポロシチュウオウク,キタ１７ジョウニシ,北海道,札幌市中央区,北十七条西
34,0600018,ホッカイドウ,サッポロシチュウオウク,キタ１８ジョウニシ,北海道,札幌市中央区,北十八条西
35,0600020,ホッカイドウ,サッポロシチュウオウク,キタ２０ジョウニシ,北海道,札幌市中央区,北二十条西
36,0600021,ホッカイドウ,サッポロシチュウオウク,キタ２１ジョウニシ,北海道,札幌市中央区,北二十一条西
37,0600022,ホッカイドウ,サッポロシチュウオウク,キタ２２ジョウニシ,北海道,札幌市中央区,北二十二条西
38,0640943,ホッカイドウ,サッポロシチュウオウク,サカイガワ,北海道,札幌市中央区,界川
39,0640931,ホッカイドウ,サッポロシチュウオウク,ナカジマコウエン,北海道,札幌市中央区,中島公園
40,0640945,ホッカイドウ,サッポロシチュウオウク,バンケイ,北海道,札幌市中央区,盤渓
41,0640942,ホッカイドウ,サッポロシチュウオウク,フシミ,北海道,札幌市中央区,伏見
42,0640946,ホッカイドウ,サッポロシチュウオウク,フタゴヤマ,北海道,札幌市中央区,双子山
43,0640944,ホッカイドウ,サッポロシチュウオウク,マルヤマニシマチ,北海道,札幌市中央区,円山西町
44,0600051,ホッカイドウ,サッポロシチュウオウク,ミナミ１ジョウヒガシ,北海道,札幌市中央区,南一条東
45,0600061,ホッカイドウ,サッポロシチュウオウク,ミナミ１ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,南一条西（１〜１９丁目）
46,0640801,ホッカイドウ,サッポロシチュウオウク,ミナミ１ジョウニシ（２０−２８チョウメ）,北海道,札幌市中央区,南一条西（２０〜２８丁目）
47,0600052,ホッカイドウ,サッポロシチュウオウク,ミナミ２ジョウヒガシ,北海道,札幌市中央区,南二条東
48,0600062,ホッカイドウ,サッポロシチュウオウク,ミナミ２ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,南二条西（１〜１９丁目）
49,0640802,ホッカイドウ,サッポロシチュウオウク,ミナミ２ジョウニシ（２０−２８チョウメ）,北海道,札幌市中央区,南二条西（２０〜２８丁目）
50,0600053,ホッカイドウ,サッポロシチュウオウク,ミナミ３ジョウヒガシ,北海道,札幌市中央区,南三条東
51,0600063,ホッカイドウ,サッポロシチュウオウク,ミナミ３ジョウニシ（１−１８チョウメ）,北海道,札幌市中央区,南三条西（１〜１８丁目）
52,0640803,ホッカイドウ,サッポロシチュウオウク,ミナミ３ジョウニシ（２０−２８チョウメ）,北海道,札幌市中央区,南三条西（２０〜２８丁目）
53,0600054,ホッカイドウ,サッポロシチュウオウク,ミナミ４ジョウヒガシ,北海道,札幌市中央区,南四条東
54,0640804,ホッカイドウ,サッポロシチュウオウク,ミナミ４ジョウニシ,北海道,札幌市中央区,南四条西
55,0600055,ホッカイドウ,サッポロシチュウオウク,ミナミ５ジョウヒガシ,北海道,札幌市中央区,南五条東
56,0640805,ホッカイドウ,サッポロシチュウオウク,ミナミ５ジョウニシ,北海道,札幌市中央区,南五条西
57,0600056,ホッカイドウ,サッポロシチュウオウク,ミナミ６ジョウヒガシ,北海道,札幌市中央区,南六条東
58,0640806,ホッカイドウ,サッポロシチュウオウク,ミナミ６ジョウニシ,北海道,札幌市中央区,南六条西
59,0600057,ホッカイドウ,サッポロシチュウオウク,ミナミ７ジョウヒガシ,北海道,札幌市中央区,南七条東
60,0640807,ホッカイドウ,サッポロシチュウオウク,ミナミ７ジョウニシ,北海道,札幌市中央区,南七条西
61,0640808,ホッカイドウ,サッポロシチュウオウク,ミナミ８ジョウニシ,北海道,札幌市中央区,南八条西
62,0640809,ホッカイドウ,サッポロシチュウオウク,ミナミ９ジョウニシ,北海道,札幌市中央区,南九条西
63,0640810,ホッカイドウ,サッポロシチュウオウク,ミナミ１０ジョウニシ,北海道,札幌市中央区,南十条西
64,0640811,ホッカイドウ,サッポロシチュウオウク,ミナミ１１ジョウニシ,北海道,札幌市中央区,南十一条西
65,0640912,ホッカイドウ,サッポロシチュウオウク,ミナミ１２ジョウニシ,北海道,札幌市中央区,南十二条西
66,0640913,ホッカイドウ,サッポロシチュウオウク,ミナミ１３ジョウニシ,北海道,札幌市中央区,南十三条西
67,0640914,ホッカイドウ,サッポロシチュウオウク,ミナミ１４ジョウニシ,北海道,札幌市中央区,南十四条西
68,0640915,ホッカイドウ,サッポロシチュウオウク,ミナミ１５ジョウニシ,北海道,札幌市中央区,南十五条西
69,0640916,ホッカイドウ,サッポロシチュウオウク,ミナミ１６ジョウニシ,北海道,札幌市中央区,南十六条西
70,0640917,ホッカイドウ,サッポロシチュウオウク,ミナミ１７ジョウニシ,北海道,札幌市中央区,南十七条西
71,0640918,ホッカイドウ,サッポロシチュウオウク,ミナミ１８ジョウニシ,北海道,札幌市中央区,南十八条西
72,0640919,ホッカイドウ,サッポロシチュウオウク,ミナミ１９ジョウニシ,北海道,札幌市中央区,南十九条西
73,0640920,ホッカイドウ,サッポロシチュウオウク,ミナミ２０ジョウニシ,北海道,札幌市中央区,南二十条西
74,0640921,ホッカイドウ,サッポロシチュウオウク,ミナミ２１ジョウニシ,北海道,札幌市中央区,南二十一条西
75,0640922,ホッカイドウ,サッポロシチュウオウク,ミナミ２２ジョウニシ,北海道,札幌市中央区,南二十二条西
76,0640923,ホッカイドウ,サッポロシチュウオウク,ミナミ２３ジョウニシ,北海道,札幌市中央区,南二十三条西
77,0640924,ホッカイドウ,サッポロシチュウオウク,ミナミ２４ジョウニシ,北海道,札幌市中央区,南二十四条西
78,0640925,ホッカイドウ,サッポロシチュウオウク,ミナミ２５ジョウニシ,北海道,札幌市中央区,南二十五条西
79,0640926,ホッカイドウ,サッポロシチュウオウク,ミナミ２６ジョウニシ,北海道,札幌市中央区,南二十六条西
80,0640927,ホッカイドウ,サッポロシチュウオウク,ミナミ２７ジョウニシ,北海道,札幌市中央区,南二十七条西
81,0640928,ホッカイドウ,サッポロシチュウオウク,ミナミ２８ジョウニシ,北海道,札幌市中央区,南二十八条西
82,0640929,ホッカイドウ,サッポロシチュウオウク,ミナミ２９ジョウニシ,北海道,札幌市中央区,南二十九条西
83,0640930,ホッカイドウ,サッポロシチュウオウク,ミナミ３０ジョウニシ（９−１１チョウメ）,北海道,札幌市中央区,南三十条西（９〜１１丁目）
84,0640959,ホッカイドウ,サッポロシチュウオウク,ミヤガオカ,北海道,札幌市中央区,宮ケ丘
85,0640958,ホッカイドウ,サッポロシチュウオウク,ミヤノモリ,北海道,札幌市中央区,宮の森
86,0640951,ホッカイドウ,サッポロシチュウオウク,ミヤノモリ１ジョウ,北海道,札幌市中央区,宮の森一条
87,0640952,ホッカイドウ,サッポロシチュウオウク,ミヤノモリ２ジョウ,北海道,札幌市中央区,宮の森二条
88,0640953,ホッカイドウ,サッポロシチュウオウク,ミヤノモリ３ジョウ,北海道,札幌市中央区,宮の森三条
89,0640954,ホッカイドウ,サッポロシチュウオウク,ミヤノモリ４ジョウ,北海道,札幌市中央区,宮の森四条
90,0010000,ホッカイドウ,サッポロシキタク,イカニケイサイガナイバアイ,北海道,札幌市北区,以下に掲載がない場合
91,0028071,ホッカイドウ,サッポロシキタク,アイノサト１ジョウ,北海道,札幌市北区,あいの里一条
92,0028072,ホッカイドウ,サッポロシキタク,アイノサト２ジョウ,北海道,札幌市北区,あいの里二条
93,0028073,ホッカイドウ,サッポロシキタク,アイノサト３ジョウ,北海道,札幌市北区,あいの里三条
94,0028074,ホッカイドウ,サッポロシキタク,アイノサト４ジョウ,北海道,札幌市北区,あいの里四条
95,0028075,ホッカイドウ,サッポロシキタク,アイノサト５ジョウ,北海道,札幌市北区,あいの里五条
96,0010045,ホッカイドウ,サッポロシキタク,アサブチョウ,北海道,札幌市北区,麻生町
97,0600806,ホッカイドウ,サッポロシキタク,キタ６ジョウニシ,北海道,札幌市北区,北六条西
98,0600807,ホッカイドウ,サッポロシキタク,キタ７ジョウニシ,北海道,札幌市北区,北七条西
99,0600808,ホッカイドウ,サッポロシキタク,キタ８ジョウニシ,北海道,札幌市北区,北八条西
100,0600809,ホッカイドウ,サッポロシキタク,キタ９ジョウニシ,北海道,札幌市北区,北九条西
101,0010010,ホッカイドウ,サッポロシキタク,キタ１０ジョウニシ（１−４チョウメ）,北海道,札幌市北区,北十条西（１〜４丁目）
102,0600810,ホッカイドウ,サッポロシキタク,キタ１０ジョウニシ（５−１１チョウメ）,北海道,札幌市北区,北十条西（５〜１１丁目）
103,0010011,ホッカイドウ,サッポロシキタク,キタ１１ジョウニシ（１−４チョウメ）,北海道,札幌市北区,北十一条西（１〜４丁目）
104,0600811,ホッカイドウ,サッポロシキタク,キタ１１ジョウニシ（５−１１チョウメ）,北海道,札幌市北区,北十一条西（５〜１１丁目）
105,0010012,ホッカイドウ,サッポロシキタク,キタ１２ジョウニシ（１−４チョウメ）,北海道,札幌市北区,北十二条西（１〜４丁目）
106,0600812,ホッカイドウ,サッポロシキタク,キタ１２ジョウニシ（５−１２チョウメ）,北海道,札幌市北区,北十二条西（５〜１２丁目）
107,0010013,ホッカイドウ,サッポロシキタク,キタ１３ジョウニシ（１−４チョウメ）,北海道,札幌市北区,北十三条西（１〜４丁目）
108,0600813,ホッカイドウ,サッポロシキタク,キタ１３ジョウニシ（５−１２チョウメ）,北海道,札幌市北区,北十三条西（５〜１２丁目）
109,0010014,ホッカイドウ,サッポロシキタク,キタ１４ジョウニシ（１−４チョウメ）,北海道,札幌市北区,北十四条西（１〜４丁目）
110,0600814,ホッカイドウ,サッポロシキタク,キタ１４ジョウニシ（５−１３チョウメ）,北海道,札幌市北区,北十四条西（５〜１３丁目）
111,0010015,ホッカイドウ,サッポロシキタク,キタ１５ジョウニシ（１−５チョウメ）,北海道,札幌市北区,北十五条西（１〜５丁目）
112,0600815,ホッカイドウ,サッポロシキタク,キタ１５ジョウニシ（６−１３チョウメ）,北海道,札幌市北区,北十五条西（６〜１３丁目）
113,0010016,ホッカイドウ,サッポロシキタク,キタ１６ジョウニシ（１−６チョウメ）,北海道,札幌市北区,北十六条西（１〜６丁目）
114,0600816,ホッカイドウ,サッポロシキタク,キタ１６ジョウニシ（７−１３チョウメ）,北海道,札幌市北区,北十六条西（７〜１３丁目）
115,0010017,ホッカイドウ,サッポロシキタク,キタ１７ジョウニシ（１−６チョウメ）,北海道,札幌市北区,北十七条西（１〜６丁目）
116,0600817,ホッカイドウ,サッポロシキタク,キタ１７ジョウニシ（７−１３チョウメ）,北海道,札幌市北区,北十七条西（７〜１３丁目）
117,0010018,ホッカイドウ,サッポロシキタク,キタ１８ジョウニシ（１−７チョウメ）,北海道,札幌市北区,北十八条西（１〜７丁目）
118,0600818,ホッカイドウ,サッポロシキタク,キタ１８ジョウニシ（８−１３チョウメ）,北海道,札幌市北区,北十八条西（８〜１３丁目）
119,0010019,ホッカイドウ,サッポロシキタク,キタ１９ジョウニシ（２−７チョウメ）,北海道,札幌市北区,北十九条西（２〜７丁目）
120,0600819,ホッカイドウ,サッポロシキタク,キタ１９ジョウニシ（８−１３チョウメ）,北海道,札幌市北区,北十九条西（８〜１３丁目）
121,0010020,ホッカイドウ,サッポロシキタク,キタ２０ジョウニシ（２−１０チョウメ）,北海道,札幌市北区,北二十条西（２〜１０丁目）
122,0600820,ホッカイドウ,サッポロシキタク,キタ２０ジョウニシ（１１−１３チョウメ）,北海道,札幌市北区,北二十条西（１１〜１３丁目）
123,0010021,ホッカイドウ,サッポロシキタク,キタ２１ジョウニシ,北海道,札幌市北区,北二十一条西
124,0010022,ホッカイドウ,サッポロシキタク,キタ２２ジョウニシ,北海道,札幌市北区,北二十二条西
125,0010023,ホッカイドウ,サッポロシキタク,キタ２３ジョウニシ,北海道,札幌市北区,北二十三条西
126,0010024,ホッカイドウ,サッポロシキタク,キタ２４ジョウニシ,北海道,札幌市北区,北二十四条西
127,0010025,ホッカイドウ,サッポロシキタク,キタ２５ジョウニシ,北海道,札幌市北区,北二十五条西
128,0010026,ホッカイドウ,サッポロシキタク,キタ２６ジョウニシ,北海道,札幌市北区,北二十六条西
129,0010027,ホッカイドウ,サッポロシキタク,キタ２７ジョウニシ,北海道,札幌市北区,北二十七条西
130,0010028,ホッカイドウ,サッポロシキタク,キタ２８ジョウニシ,北海道,札幌市北区,北二十八条西
131,0010029,ホッカイドウ,サッポロシキタク,キタ２９ジョウニシ,北海道,札幌市北区,北二十九条西
132,0010030,ホッカイドウ,サッポロシキタク,キタ３０ジョウニシ,北海道,札幌市北区,北三十条西
133,0010031,ホッカイドウ,サッポロシキタク,キタ３１ジョウニシ,北海道,札幌市北区,北三十一条西
134,0010032,ホッカイドウ,サッポロシキタク,キタ３２ジョウニシ,北海道,札幌市北区,北三十二条西
135,0010033,ホッカイドウ,サッポロシキタク,キタ３３ジョウニシ,北海道,札幌市北区,北三十三条西
136,0010034,ホッカイドウ,サッポロシキタク,キタ３４ジョウニシ,北海道,札幌市北区,北三十四条西
137,0010035,ホッカイドウ,サッポロシキタク,キタ３５ジョウニシ,北海道,札幌市北区,北三十五条西
138,0010036,ホッカイドウ,サッポロシキタク,キタ３６ジョウニシ,北海道,札幌市北区,北三十六条西
139,0010037,ホッカイドウ,サッポロシキタク,キタ３７ジョウニシ,北海道,札幌市北区,北三十七条西
140,0010038,ホッカイドウ,サッポロシキタク,キタ３８ジョウニシ,北海道,札幌市北区,北三十八条西
141,0010039,ホッカイドウ,サッポロシキタク,キタ３９ジョウニシ,北海道,札幌市北区,北三十九条西
142,0010040,ホッカイドウ,サッポロシキタク,キタ４０ジョウニシ,北海道,札幌市北区,北四十条西
143,0028021,ホッカイドウ,サッポロシキタク,シノロ１ジョウ,北海道,札幌市北区,篠路一条
144,0028022,ホッカイドウ,サッポロシキタク,シノロ２ジョウ,北海道,札幌市北区,篠路二条
145,0028023,ホッカイドウ,サッポロシキタク,シノロ３ジョウ,北海道,札幌市北区,篠路三条
146,0028024,ホッカイドウ,サッポロシキタク,シノロ４ジョウ,北海道,札幌市北区,篠路四条
147,0028025,ホッカイドウ,サッポロシキタク,シノロ５ジョウ,北海道,札幌市北区,篠路五条
148,0028026,ホッカイドウ,サッポロシキタク,シノロ６ジョウ,北海道,札幌市北区,篠路六条
149,0028027,ホッカイドウ,サッポロシキタク,シノロ７ジョウ,北海道,札幌市北区,篠路七条
150,0028028,ホッカイドウ,サッポロシキタク,シノロ８ジョウ,北海道,札幌市北区,篠路八条
151,0028029,ホッカイドウ,サッポロシキタク,シノロ９ジョウ,北海道,札幌市北区,篠路九条
152,0028030,ホッカイドウ,サッポロシキタク,シノロ１０ジョウ,北海道,札幌市北区,篠路十条
153,0028052,ホッカイドウ,サッポロシキタク,シノロチョウカミシノロ,北海道,札幌市北区,篠路町上篠路
154,0028053,ホッカイドウ,サッポロシキタク,シノロチョウシノロ,北海道,札幌市北区,篠路町篠路
155,0028051,ホッカイドウ,サッポロシキタク,シノロチョウタイヘイ,北海道,札幌市北区,篠路町太平
156,0028054,ホッカイドウ,サッポロシキタク,シノロチョウタクホク,北海道,札幌市北区,篠路町拓北
157,0028055,ホッカイドウ,サッポロシキタク,シノロチョウフクイ,北海道,札幌市北区,篠路町福移
158,0010930,ホッカイドウ,サッポロシキタク,シンカワ,北海道,札幌市北区,新川
159,0010921,ホッカイドウ,サッポロシキタク,シンカワ１ジョウ,北海道,札幌市北区,新川一条
160,0010922,ホッカイドウ,サッポロシキタク,シンカワ２ジョウ,北海道,札幌市北区,新川二条
161,0010923,ホッカイドウ,サッポロシキタク,シンカワ３ジョウ,北海道,札幌市北区,新川三条
162,0010924,ホッカイドウ,サッポロシキタク,シンカワ４ジョウ,北海道,札幌市北区,新川四条
163,0010925,ホッカイドウ,サッポロシキタク,シンカワ５ジョウ,北海道,札幌市北区,新川五条
164,0010926,ホッカイドウ,サッポロシキタク,シンカワ６ジョウ,北海道,札幌市北区,新川六条
165,0010927,ホッカイドウ,サッポロシキタク,シンカワ７ジョウ,北海道,札幌市北区,新川七条
166,0010928,ホッカイドウ,サッポロシキタク,シンカワ８ジョウ,北海道,札幌市北区,新川八条
167,0010931,ホッカイドウ,サッポロシキタク,シンカワニシ１ジョウ,北海道,札幌市北区,新川西一条
168,0010932,ホッカイドウ,サッポロシキタク,シンカワニシ２ジョウ,北海道,札幌市北区,新川西二条
169,0010933,ホッカイドウ,サッポロシキタク,シンカワニシ３ジョウ,北海道,札幌市北区,新川西三条
170,0010934,ホッカイドウ,サッポロシキタク,シンカワニシ４ジョウ,北海道,札幌市北区,新川西四条
171,0010935,ホッカイドウ,サッポロシキタク,シンカワニシ５ジョウ,北海道,札幌市北区,新川西五条
172,0010901,ホッカイドウ,サッポロシキタク,シンコトニ１ジョウ,北海道,札幌市北区,新琴似一条
173,0010902,ホッカイドウ,サッポロシキタク,シンコトニ２ジョウ,北海道,札幌市北区,新琴似二条
174,0010903,ホッカイドウ,サッポロシキタク,シンコトニ３ジョウ,北海道,札幌市北区,新琴似三条
175,0010904,ホッカイドウ,サッポロシキタク,シンコトニ４ジョウ,北海道,札幌市北区,新琴似四条
176,0010905,ホッカイドウ,サッポロシキタク,シンコトニ５ジョウ,北海道,札幌市北区,新琴似五条
177,0010906,ホッカイドウ,サッポロシキタク,シンコトニ６ジョウ,北海道,札幌市北区,新琴似六条
178,0010907,ホッカイドウ,サッポロシキタク,シンコトニ７ジョウ,北海道,札幌市北区,新琴似七条
179,0010908,ホッカイドウ,サッポロシキタク,シンコトニ８ジョウ,北海道,札幌市北区,新琴似八条
180,0010909,ホッカイドウ,サッポロシキタク,シンコトニ９ジョウ,北海道,札幌市北区,新琴似九条
181,0010910,ホッカイドウ,サッポロシキタク,シンコトニ１０ジョウ,北海道,札幌市北区,新琴似十条
182,0010911,ホッカイドウ,サッポロシキタク,シンコトニ１１ジョウ,北海道,札幌市北区,新琴似十一条
183,0010912,ホッカイドウ,サッポロシキタク,シンコトニ１２ジョウ,北海道,札幌市北区,新琴似十二条
184,0010915,ホッカイドウ,サッポロシキタク,シンコトニチョウ,北海道,札幌市北区,新琴似町
185,0028001,ホッカイドウ,サッポロシキタク,タイヘイ１ジョウ,北海道,札幌市北区,太平一条
186,0028002,ホッカイドウ,サッポロシキタク,タイヘイ２ジョウ,北海道,札幌市北区,太平二条
187,0028003,ホッカイドウ,サッポロシキタク,タイヘイ３ジョウ,北海道,札幌市北区,太平三条
188,0028004,ホッカイドウ,サッポロシキタク,タイヘイ４ジョウ,北海道,札幌市北区,太平四条
189,0028005,ホッカイドウ,サッポロシキタク,タイヘイ５ジョウ,北海道,札幌市北区,太平五条
190,0028006,ホッカイドウ,サッポロシキタク,タイヘイ６ジョウ,北海道,札幌市北区,太平六条
191,0028007,ホッカイドウ,サッポロシキタク,タイヘイ７ジョウ,北海道,札幌市北区,太平七条
192,0028008,ホッカイドウ,サッポロシキタク,タイヘイ８ジョウ,北海道,札幌市北区,太平八条
193,0028009,ホッカイドウ,サッポロシキタク,タイヘイ９ジョウ,北海道,札幌市北区,太平九条
194,0028010,ホッカイドウ,サッポロシキタク,タイヘイ１０ジョウ,北海道,札幌市北区,太平十条
195,0028011,ホッカイドウ,サッポロシキタク,タイヘイ１１ジョウ,北海道,札幌市北区,太平十一条
196,0028012,ホッカイドウ,サッポロシキタク,タイヘイ１２ジョウ,北海道,札幌市北区,太平十二条
197,0028061,ホッカイドウ,サッポロシキタク,タクホク１ジョウ,北海道,札幌市北区,拓北一条
198,0028062,ホッカイドウ,サッポロシキタク,タクホク２ジョウ,北海道,札幌市北区,拓北二条
199,0028063,ホッカイドウ,サッポロシキタク,タクホク３ジョウ,北海道,札幌市北区,拓北三条
200,0028064,ホッカイドウ,サッポロシキタク,タクホク４ジョウ,北海道,札幌市北区,拓北四条
201,0028065,ホッカイドウ,サッポロシキタク,タクホク５ジョウ,北海道,札幌市北区,拓北五条
202,0028066,ホッカイドウ,サッポロシキタク,タクホク６ジョウ,北海道,札幌市北区,拓北六条
203,0028067,ホッカイドウ,サッポロシキタク,タクホク７ジョウ,北海道,札幌市北区,拓北七条
204,0028068,ホッカイドウ,サッポロシキタク,タクホク８ジョウ,北海道,札幌市北区,拓北八条
205,0020851,ホッカイドウ,サッポロシキタク,トンデン１ジョウ,北海道,札幌市北区,屯田一条
206,0020852,ホッカイドウ,サッポロシキタク,トンデン２ジョウ,北海道,札幌市北区,屯田二条
207,0020853,ホッカイドウ,サッポロシキタク,トンデン３ジョウ,北海道,札幌市北区,屯田三条
208,0020854,ホッカイドウ,サッポロシキタク,トンデン４ジョウ,北海道,札幌市北区,屯田四条
209,0020855,ホッカイドウ,サッポロシキタク,トンデン５ジョウ,北海道,札幌市北区,屯田五条
210,0020856,ホッカイドウ,サッポロシキタク,トンデン６ジョウ,北海道,札幌市北区,屯田六条
211,0020857,ホッカイドウ,サッポロシキタク,トンデン７ジョウ,北海道,札幌市北区,屯田七条
212,0020858,ホッカイドウ,サッポロシキタク,トンデン８ジョウ,北海道,札幌市北区,屯田八条
213,0020859,ホッカイドウ,サッポロシキタク,トンデン９ジョウ,北海道,札幌市北区,屯田九条
214,0020860,ホッカイドウ,サッポロシキタク,トンデン１０ジョウ,北海道,札幌市北区,屯田十条
215,0020861,ホッカイドウ,サッポロシキタク,トンデン１１ジョウ,北海道,札幌市北区,屯田十一条
216,0020865,ホッカイドウ,サッポロシキタク,トンデンチョウ,北海道,札幌市北区,屯田町
217,0028038,ホッカイドウ,サッポロシキタク,ニシバラト,北海道,札幌市北区,西茨戸
218,0028031,ホッカイドウ,サッポロシキタク,ニシバラト１ジョウ,北海道,札幌市北区,西茨戸一条
219,0028032,ホッカイドウ,サッポロシキタク,ニシバラト２ジョウ,北海道,札幌市北区,西茨戸二条
220,0028033,ホッカイドウ,サッポロシキタク,ニシバラト３ジョウ,北海道,札幌市北区,西茨戸三条
221,0028034,ホッカイドウ,サッポロシキタク,ニシバラト４ジョウ,北海道,札幌市北区,西茨戸四条
222,0028035,ホッカイドウ,サッポロシキタク,ニシバラト５ジョウ,北海道,札幌市北区,西茨戸五条
223,0028036,ホッカイドウ,サッポロシキタク,ニシバラト６ジョウ,北海道,札幌市北区,西茨戸六条
224,0028037,ホッカイドウ,サッポロシキタク,ニシバラト７ジョウ,北海道,札幌市北区,西茨戸七条
225,0028043,ホッカイドウ,サッポロシキタク,ヒガシバラト,北海道,札幌市北区,東茨戸
226,0028041,ホッカイドウ,サッポロシキタク,ヒガシバラト１ジョウ,北海道,札幌市北区,東茨戸一条
227,0028042,ホッカイドウ,サッポロシキタク,ヒガシバラト２ジョウ,北海道,札幌市北区,東茨戸二条
228,0028044,ホッカイドウ,サッポロシキタク,ヒガシバラト３ジョウ,北海道,札幌市北区,東茨戸三条
229,0028045,ホッカイドウ,サッポロシキタク,ヒガシバラト４ジョウ,北海道,札幌市北区,東茨戸四条
230,0028091,ホッカイドウ,サッポロシキタク,ミナミアイノサト,北海道,札幌市北区,南あいの里
231,0028081,ホッカイドウ,サッポロシキタク,ユリガハラ,北海道,札幌市北区,百合が原
232,0028082,ホッカイドウ,サッポロシキタク,ユリガハラコウエン,北海道,札幌市北区,百合が原公園
233,0650000,ホッカイドウ,サッポロシヒガシク,イカニケイサイガナイバアイ,北海道,札幌市東区,以下に掲載がない場合
234,0070880,ホッカイドウ,サッポロシヒガシク,オカダマチョウ,北海道,札幌市東区,丘珠町
235,0070881,ホッカイドウ,サッポロシヒガシク,キタオカダマ１ジョウ,北海道,札幌市東区,北丘珠一条
